HINCP,VEH,NP,PUMA,WGTP
101000,1,1,00507,122
85750,3,2,00601,45
36600,1,1,00601,85
71000,2,2,00100,125
38130,0,2,01105,53
231400,2,3,01105,39
171600,2,3,01006,98
83600,1,2,01002,76
35120,1,6,00507,59
68100,1,2,01107,45
225000,3,3,00901,83
212850,3,3,01101,49
107100,5,2,01106,105
48400,2,3,00400,261
62500,2,2,00505,83
20000,1,1,01002,57
164500,3,2,00601,34
340000,4,5,01005,38
97400,3,3,00200,43
588000,1,1,00901,98
54800,1,2,01203,104
9800,0,1,01103,73
28400,1,1,00801,98
442500,4,4,00503,89
46400,1,5,01204,154
49400,2,2,00601,80
35000,0,1,00601,124
106000,2,2,00200,37
82600,3,4,00100,56
59600,2,1,00601,127
81600,2,1,01500,98
1200,1,1,00503,178
117000,4,4,00700,136
98200,1,4,00803,258
260200,4,3,01106,66
20000,2,5,01107,23
105700,3,2,01204,153
74200,2,2,00301,32
89000,3,2,00601,118
40000,2,3,00200,282
61800,1,1,00700,48
648000,1,1,01103,28
35800,2,2,01201,34
118000,3,3,01300,328
583300,1,4,01004,37
27830,1,1,00602,46
36900,3,2,01004,53
135000,2,2,00503,34
147200,1,6,01104,38
46400,1,2,00506,28
20400,1,1,00200,56
98000,3,3,01400,141
150200,3,2,01300,28
37200,1,6,01106,186
78400,3,5,00301,57
19700,1,6,01400,68
49800,0,2,00805,67
143000,2,4,01203,65
53000,1,1,00505,68
3300,0,1,01104,36
55400,2,2,00100,18
200000,2,4,01003,90
230000,4,7,00400,52
117000,3,5,00100,67
33200,1,1,01003,174
103200,2,2,01001,27
350400,3,4,00901,116
2200,1,1,01003,102
74900,3,3,01400,97
161100,3,3,01003,50
42400,1,2,00200,80
106400,2,5,01007,75
233200,4,3,01203,118
210000,3,3,00601,283
70200,2,2,01204,32
28200,3,2,00200,40
85900,2,2,00602,93
214600,2,2,01005,71
88000,2,3,00700,176
23000,1,1,00503,132
91000,2,1,01202,194
38000,1,1,01300,119
33200,1,1,00503,84
70000,1,2,00801,337
371000,2,4,01005,160
28000,2,1,00700,62
101000,0,7,01101,97
31000,1,1,00302,263
20000,1,1,01005,87
100000,2,6,00700,134
76300,2,2,00602,71
3500,1,1,01002,116
101000,2,4,01500,110
34500,3,2,00400,27
116000,2,1,01003,74
113000,2,2,01202,61
14000,1,1,00302,63
67000,4,4,01001,185
34000,1,1,01005,61
193280,2,4,00901,82
60000,2,3,01003,68
188000,3,2,00501,93
133000,3,3,00601,38
53200,2,2,00700,25
157400,1,1,01003,53
106300,1,3,00602,42
138200,4,4,01006,98
165000,1,1,01005,56
94300,5,6,01105,36
48300,2,2,01005,54
104000,3,2,00601,156
135000,2,2,00507,111
75000,1,1,00400,50
72000,2,4,01500,97
70000,1,1,01004,57
216000,5,5,00503,29
89700,2,5,01106,50
640900,2,3,00503,39
34100,1,1,01007,45
60500,0,4,00805,72
26700,1,1,01003,73
304000,1,3,01003,48
109300,2,2,00503,79
220000,2,3,00601,180
188900,1,2,01300,76
48000,2,2,00503,70
27100,1,1,00505,64
253000,2,3,00504,81
63000,1,2,00100,174
168200,1,1,01101,77
140500,2,3,01001,54
800,1,1,00200,105
100000,2,2,00804,320
250000,2,4,00901,63
73700,2,4,01107,262
42700,2,4,00100,79
86900,2,1,00200,53
65600,2,2,01500,37
70000,1,1,00602,157
454320,2,2,00501,101
61800,2,2,00505,65
32000,1,3,01105,195
297350,2,5,00302,108
140000,1,1,00301,158
40000,1,1,01102,66
31000,1,1,00802,220
95000,3,4,00302,97
397000,3,2,01004,60
30130,1,2,00802,44
84500,2,2,01003,50
4500,2,5,00505,74
221430,1,2,00504,34
120000,3,3,00400,99
12900,0,3,00805,85
359200,3,7,01107,107
107000,2,2,00100,174
208700,3,2,01400,50
19000,2,1,00507,83
52000,3,1,00803,273
130100,2,3,00504,123
174000,2,2,01203,87
153300,2,2,00902,20
113000,4,6,01105,56
304100,3,4,00901,72
18000,1,1,00803,39
84150,2,2,01007,83
29400,1,1,01103,69
93000,2,4,01006,277
24000,0,1,00602,46
50000,2,2,00200,127
39500,2,2,01400,70
94280,2,2,00100,66
28350,0,1,00400,139
153000,2,2,00601,133
74000,1,1,00505,81
20000,0,1,01004,260
100000,3,5,00400,20
162000,2,4,01300,113
29000,0,1,00805,42
40000,2,4,01106,210
90000,2,2,00601,120
173010,2,2,01001,156
55000,2,5,00902,165
18500,0,1,00507,84
65700,2,2,01300,32
210000,2,4,01005,71
48600,2,5,00801,152
33170,3,2,00301,47
56000,1,1,01101,292
1200,0,4,00805,97
140100,5,4,01203,415
131410,1,2,01107,70
20900,2,1,01400,50
52000,1,1,01004,46
20000,1,2,00506,52
155000,3,2,01204,116
33700,2,2,01201,90
113000,5,6,01201,171
127000,3,3,01002,143
203000,5,6,00902,88
104500,2,2,01300,57
278000,5,4,00501,186
95350,2,2,01300,21
25900,1,1,00100,94
70700,1,1,01004,68
132000,2,4,00301,58
280600,1,1,01007,69
71400,1,2,00802,55
475000,4,2,00802,83
63400,2,2,01202,55
11000,1,1,00801,60
290000,4,2,00700,90
32670,1,2,00804,373
122000,2,2,01400,49
84200,2,2,01204,119
76000,2,2,01300,40
308800,3,4,00501,92
95600,2,2,00804,52
98400,2,2,01203,106
225900,1,3,01600,171
30800,1,1,00902,74
118000,2,2,00507,69
5500,0,5,01107,77
80000,1,4,00801,266
120000,1,1,01001,86
169000,3,4,00803,104
78040,1,2,00301,16
153000,1,2,00302,151
484000,3,5,00301,156
171000,1,1,01004,79
14000,1,1,01104,118
100000,2,6,00601,108
588500,2,1,01004,65
17900,0,1,00802,98
17000,2,3,01300,173
25600,0,1,00804,27
100270,1,1,00507,90
156600,2,2,01004,13
186000,2,4,01105,83
105200,1,3,00804,42
13330,1,1,01107,132
179600,2,2,01005,54
130000,2,2,00505,78
161000,0,1,01004,72
24200,2,2,01300,23
38500,1,1,00602,47
60100,2,6,01500,63
120000,4,6,01004,57
12000,1,1,00302,60
28000,1,1,00400,48
77100,0,1,01006,367
121000,3,3,00301,31
101400,2,3,01102,55
21100,1,2,01002,120
70000,1,2,01201,436
20330,1,2,01104,140
150000,1,1,01600,144
38000,1,1,01004,169
76100,1,2,00805,59
67000,1,1,00502,36
231600,4,2,01102,144
162600,2,2,01004,54
220000,1,1,00902,146
182000,4,6,00602,45
143800,5,7,01300,12
105000,2,1,00902,81
80800,1,3,01102,110
97900,2,3,01600,144
347600,3,3,01500,105
18000,1,3,01005,100
45000,2,6,01600,119
541400,2,4,00901,50
211000,3,2,01004,99
274000,2,4,01004,78
44600,2,2,01002,210
119000,3,2,01102,61
125000,3,2,01300,74
19620,1,2,00506,113
35100,0,4,00803,47
53500,2,3,00506,146
15000,2,3,00302,53
62300,1,1,00503,52
188660,3,3,00200,101
40000,1,2,00502,810
64900,1,2,01002,62
90000,3,3,01106,301
381000,2,4,00200,35
14600,1,1,00601,56
56000,1,2,01001,449
40000,0,1,00805,53
150000,2,2,00601,86
129600,3,2,01300,13
161200,2,2,01201,105
201200,3,3,00805,57
52200,0,1,00803,71
30000,2,2,00700,139
412000,2,2,01105,63
50000,0,1,01107,214
68000,1,2,01500,202
65000,2,5,01600,43
186400,5,4,01006,80
2600,0,1,01107,58
21500,1,1,01105,231
222000,3,4,00301,55
24300,1,1,00507,32
57000,2,4,01103,52
63900,4,3,00700,102
45300,1,2,00803,87
25000,1,1,00803,349
76600,2,2,00700,66
103900,1,1,01103,34
561000,1,3,01007,87
180930,3,6,00100,50
43000,1,2,01007,70
129600,2,2,01204,89
890000,3,3,01005,13
147000,2,4,00503,48
120000,2,2,00200,97
4800,0,1,00700,41
67300,1,2,00602,59
199000,3,5,00902,79
253000,4,2,01204,63
41900,1,1,00507,60
287200,2,5,01007,31
115000,3,2,00902,63
18000,2,2,00506,267
18100,1,1,00802,73
274300,3,5,01106,97
171400,2,2,00901,129
168000,2,4,01600,404
54000,0,1,00801,55
200000,2,2,00400,55
88900,2,2,01204,49
106000,3,3,00503,50
151900,2,2,00601,76
51300,2,2,00601,96
51600,2,2,01006,197
24150,3,2,01203,44
58800,5,2,00803,45
202100,3,3,01106,64
53000,2,3,00802,68
231100,2,2,00805,31
145000,2,4,01105,193
56000,1,3,01002,147
655000,2,2,01004,51
124170,2,3,01105,296
145850,1,1,00902,45
142000,6,2,01003,54
58600,0,1,00804,126
598000,4,3,00400,83
79400,1,1,00400,49
106600,2,3,01400,65
42300,4,3,00506,40
83000,4,2,00601,30
49200,3,4,01005,149
278000,3,2,01203,86
119600,0,1,00506,166
151150,2,4,01003,41
137500,2,2,01203,51
57000,2,2,01005,79
27000,2,2,01003,32
114700,1,2,00302,97
77000,2,3,00505,77
120004,3,3,00301,63
19400,1,1,00506,50
155300,3,4,01001,81
60000,1,1,00400,52
865110,3,2,01500,102
78500,2,2,01002,88
25590,2,3,00100,12
185000,2,5,01003,50
81680,1,1,00501,56
228000,4,4,00804,48
113200,1,1,01004,111
34100,1,1,00502,110
16200,1,1,01300,34
64000,1,1,01106,60
140400,2,2,00505,52
120000,3,1,00400,188
64000,2,2,00802,57
175000,2,1,01004,57
61000,2,5,01007,52
152000,2,2,00602,151
192800,2,4,00700,55
69000,2,4,01002,98
78700,0,4,00505,123
144000,4,3,01005,67
140000,3,4,00301,267
305000,2,3,01001,88
47000,1,1,01105,169
64000,3,4,01400,37
60000,1,2,00804,163
423200,2,2,00902,75
85390,3,4,00301,152
91000,2,2,01005,54
107200,4,5,00100,36
206000,2,2,01005,44
202000,3,3,01101,141
100000,3,2,01102,66
165000,2,4,00301,24
195400,1,3,01006,71
48900,1,2,01101,65
38000,1,1,00501,120
68000,1,1,00805,61
117000,0,2,00805,49
26700,1,1,01102,63
64400,0,2,00803,114
111300,2,5,00801,112
94000,2,2,00506,73
114900,1,1,01202,62
34000,1,1,01004,110
204000,2,2,01004,52
85200,2,2,00501,84
274000,2,2,01004,91
148400,2,2,01003,50
43300,1,2,00802,86
158000,2,3,01005,80
88000,3,3,00302,99
130000,1,1,01004,89
162000,5,6,00902,46
262500,2,2,00700,98
112200,1,4,01107,179
114600,3,3,01104,76
198400,4,3,00502,86
19200,0,1,00802,164
95000,1,1,00302,56
209300,3,5,01203,36
249200,4,3,00507,74
75000,1,6,00601,53
61000,2,2,00803,109
177000,4,3,00503,35
82600,6,2,00100,49
25800,0,1,01007,170
278150,2,4,00400,151
108000,4,4,00301,20
86000,2,2,01600,111
112000,3,3,01203,113
206000,3,3,00302,137
156000,1,10,00801,63
18000,0,1,01202,111
23940,1,4,00805,135
177500,3,6,01103,24
46700,0,2,00502,90
125000,1,3,00902,40
92500,2,2,01300,77
62400,0,2,00802,19
156000,2,2,01001,85
178000,4,3,00301,205
164620,2,4,00400,113
189050,2,2,00400,81
158500,2,2,00504,151
78200,1,1,00503,61
142100,2,2,01204,100
91000,2,2,00503,77
40000,1,3,00804,210
47810,3,2,01202,101
155000,2,2,00804,50
149600,2,3,00502,77
183000,2,2,00801,79
158300,2,2,00804,66
53400,1,1,00505,170
3900,1,4,00602,171
65000,2,2,00200,37
326500,4,4,01007,88
58000,1,2,01005,90
18000,1,1,00602,128
140000,1,1,00805,38
2400,1,3,01103,24
296800,3,4,01102,142
112400,2,2,00507,131
24000,1,1,00400,43
55100,1,2,00602,53
238000,2,4,00902,84
461600,2,2,01004,58
168000,2,2,01201,48
120000,3,3,01202,132
50600,1,1,01004,116
14700,0,1,01107,143
265000,2,2,01007,48
69200,1,5,01007,216
44300,0,2,00100,55
90000,1,1,00804,181
19700,1,2,00802,68
160000,3,4,01300,122
102000,2,2,00507,30
53200,2,3,01300,131
160000,1,1,00902,112
19600,1,1,00506,47
50000,1,1,01101,304
105000,1,3,00803,64
14300,0,1,00802,139
119500,4,3,01400,34
75800,1,2,00507,61
9700,0,1,00801,244
110000,1,2,00802,68
250000,3,3,00400,63
41800,2,2,01400,26
70300,1,1,00804,49
88200,3,4,00200,30
302000,2,2,01003,59
33800,1,2,00506,41
146000,2,2,01400,106
130000,1,2,01105,72
162000,2,4,00700,74
4000,1,1,01203,99
37500,1,2,01300,37
160000,3,4,01002,124
51400,1,1,01004,63
113100,2,1,01105,87
140000,3,4,00803,85
165600,2,2,01003,50
238450,3,3,01105,365
165200,2,2,01004,80
87000,1,1,00507,80
192500,3,3,00504,60
188000,1,1,00400,59
9700,0,1,01005,42
63600,2,2,00803,68
240000,2,1,00504,50
195000,2,3,01105,534
55000,1,1,00805,273
160000,2,4,00301,56
101300,3,10,01004,144
45700,1,1,00902,124
66800,2,2,00400,99
350000,2,5,00901,48
62000,1,1,01203,88
337900,2,2,00700,54
3400,0,1,00802,60
70000,0,1,00302,84
98800,5,5,01204,90
125050,3,3,00400,126
200000,2,2,01204,72
170000,1,2,01004,69
59000,1,1,01400,41
148000,2,2,01007,262
98000,2,2,01104,22
58000,1,1,01005,59
44800,2,4,01006,339
70000,1,1,01300,34
206500,4,4,01102,118
56400,2,1,00400,98
148000,2,3,00507,64
12600,1,1,01007,86
75100,1,1,01500,264
170700,3,2,01106,43
126800,2,4,00902,109
68000,2,2,00901,229
231100,3,3,00501,259
164000,1,2,00504,69
100000,2,2,01105,47
90070,2,2,01400,129
98000,3,3,00602,230
22500,0,4,01003,191
27000,1,3,01002,34
84200,2,2,00601,50
61000,4,4,01001,48
100900,4,2,01104,90
168000,2,2,01300,36
165000,1,1,01002,89
188700,3,2,00400,346
83800,2,8,00506,48
361300,2,4,00301,45
423340,2,3,01004,90
184500,1,1,01006,73
32200,1,3,00805,286
649000,2,2,01003,54
78900,2,5,01400,86
257000,3,2,01003,26
43200,1,2,00902,54
134200,2,3,01300,4
85230,1,3,01004,42
49400,2,1,00901,92
70000,2,1,01107,55
186400,3,4,00400,49
125000,2,2,01400,63
140100,2,1,01400,46
240000,2,2,01600,104
391000,6,2,01203,31
226000,2,4,00302,133
235000,3,5,00400,117
75000,3,3,01300,258
35300,1,2,00504,54
135000,2,2,01202,126
268200,2,2,00503,40
9800,0,1,00100,30
38200,2,2,01202,82
84000,2,3,00602,55
16800,1,1,01003,179
154800,3,4,00507,54
130200,1,1,01005,71
202000,3,3,00400,93
48900,2,2,00400,92
55800,1,1,01204,90
80300,2,2,00503,191
65000,5,4,01104,133
406000,1,2,01007,64
106000,2,2,01005,93
58300,1,1,01002,99
13200,1,1,01400,28
47000,2,4,01202,47
259600,2,2,00902,47
54400,0,3,00100,91
43900,3,5,01107,51
279700,2,2,01001,62
62100,2,6,00200,58
204000,2,3,01003,32
135700,1,1,01004,98
92000,2,2,00507,62
9000,0,1,01102,214
49820,3,3,01203,283
80000,1,1,01105,445
70000,1,1,01102,67
115430,2,6,00805,89
91600,1,1,01002,46
67100,0,1,00507,73
156004,6,2,00400,55
66300,2,3,00200,16
192400,3,4,01001,85
57300,3,4,01600,69
110000,1,1,01104,365
40000,2,1,01001,44
82000,3,2,00200,80
70000,3,4,00400,25
36000,1,1,01204,283
108300,1,4,01105,39
182500,3,6,00902,72
568000,2,2,01004,52
2500,1,4,00100,37
126000,2,2,00301,224
146000,3,4,01201,38
170000,1,3,01004,49
159000,2,2,00302,82
30600,2,7,00507,181
135000,3,3,01105,36
151000,4,3,01400,57
170000,2,2,01003,102
61000,2,3,00801,136
149000,3,2,01202,59
73000,2,1,00700,58
200000,2,2,00804,33
259100,1,2,00802,316
133000,2,4,01002,126
107000,3,3,00507,445
10800,1,1,01300,173
355700,2,2,00400,106
122300,2,4,01105,58
38000,2,2,01002,349
143000,1,1,01002,77
96000,2,1,00504,56
196500,2,4,00507,94
247000,2,2,01400,115
18500,0,1,01007,139
225300,5,4,00200,61
93500,4,3,00301,202
9600,1,1,01101,203
133000,1,1,01003,51
108000,2,2,01400,125
82000,1,2,01201,124
64200,2,4,00504,290
92000,2,2,00505,92
11200,0,2,00506,49
134600,2,2,01004,50
77000,3,3,00902,83
87500,2,3,00602,51
33400,1,2,00200,117
34000,2,2,01201,166
153600,3,5,00505,150
187050,2,4,01201,62
24300,1,1,01300,14
243000,2,2,00501,58
251500,2,3,00901,68
142800,2,2,00902,88
110200,1,1,01202,96
120000,2,1,01300,143
578000,2,4,01204,95
50000,1,1,00801,59
245500,2,2,01004,50
84600,1,3,01202,94
38500,1,1,00902,100
177000,5,10,00501,238
165490,1,2,00902,348
327000,1,3,01007,60
159400,1,1,00601,99
67000,1,1,01600,47
132000,2,3,01002,86
26000,1,1,01500,126
124500,1,2,01001,159
5000,1,1,00302,137
67000,2,2,00504,40
31800,1,2,01300,97
93540,3,2,00301,52
80000,1,2,01106,72
197000,2,4,00200,74
222400,2,2,01002,99
44000,1,1,00601,81
28000,0,3,01400,141
156000,0,2,01007,173
63700,1,3,00802,39
289150,1,2,01003,105
67400,1,1,01001,84
210000,2,3,00502,54
303300,2,4,01101,90
106500,2,2,01400,82
29200,3,2,00505,100
59500,2,5,01203,116
77000,2,2,01500,293
190000,2,2,00302,70
70000,3,1,00200,189
65000,2,3,01500,112
139500,1,3,00804,62
22000,1,2,00100,35
242000,1,2,01103,42
244800,3,2,01004,152
46000,1,1,00804,235
55000,1,1,01203,148
228000,3,3,01203,29
75800,0,3,01003,30
45000,2,4,01203,212
121000,2,3,00602,63
623000,2,4,01004,12
166600,2,2,00400,55
25000,1,1,01300,53
333000,2,4,00400,78
50000,2,1,01104,68
46000,2,2,00100,52
78800,2,2,01105,54
47000,1,1,01102,158
57000,3,5,01203,76
301500,2,4,01103,46
62570,3,4,00501,111
96000,2,3,00505,66
56000,2,2,01004,57
200000,3,2,00503,109
60000,3,1,00601,96
98000,1,1,00902,152
91400,2,3,01104,61
145000,3,4,01001,84
32000,3,3,00400,62
91300,3,2,01201,40
41000,1,3,00804,107
14300,1,2,00503,67
15300,1,1,00400,111
81200,3,2,01500,57
33400,3,4,01102,220
131000,5,5,00100,24
360000,2,3,01004,18
14400,1,1,01202,226
254200,2,2,01203,40
172650,2,2,01201,114
122400,2,5,01105,130
14000,0,2,00805,275
334000,4,7,01001,52
25400,1,2,00503,42
8000,1,2,00801,61
57000,2,2,01102,169
295200,5,3,01106,57
36000,2,2,01107,46
97500,4,4,00301,57
219000,2,4,01003,59
36200,2,1,01101,24
50590,0,3,01003,59
58500,1,1,01002,52
213000,3,3,00601,35
136500,2,2,00902,259
37300,2,1,01500,250
169800,0,5,00901,41
96000,1,1,01004,56
233000,2,4,01001,53
138000,2,4,00602,56
53400,1,2,01500,163
90000,1,1,01104,39
51100,1,1,00601,48
21800,1,3,00200,197
394800,2,2,00902,59
71700,1,1,00503,38
58600,3,2,00602,193
46000,1,1,00601,96
98800,5,3,01006,63
23940,2,2,01003,14
86500,2,1,00501,40
90000,2,2,01004,55
158000,3,4,00400,83
180500,3,4,01105,62
165000,1,2,01103,29
710610,2,2,01003,51
66700,2,4,01201,68
112000,1,3,01105,98
225000,2,2,00902,67
178400,2,5,00302,94
197000,2,4,01300,15
85030,3,1,00700,271
101900,2,2,00602,54
13000,0,1,01202,31
100000,1,1,00501,54
591040,2,5,00802,121
195000,2,2,01006,83
56100,2,1,00301,130
307000,4,8,01004,104
180000,1,1,00902,127
18200,0,1,01400,21
199850,2,3,01001,39
39000,1,1,01204,38
14600,1,1,00803,458
339000,3,2,01105,61
25100,1,1,00802,89
246100,3,5,00501,61
59120,1,1,01201,47
14460,1,1,00700,23
14400,1,1,01300,113
90000,1,3,01002,109
45000,1,1,00801,332
53900,1,1,01005,60
71500,2,2,01005,49
19000,2,1,01300,102
36000,1,1,00301,95
261590,0,3,01003,62
95200,1,3,00902,153
127000,2,4,01103,19
224000,2,3,00507,81
114900,1,2,01006,46
414800,2,3,01107,46
328800,3,2,01106,49
38600,1,2,00805,108
325000,3,2,01004,48
127600,2,2,00400,50
10,0,1,01104,130
91000,1,2,01004,97
20000,1,1,01400,79
86400,1,1,01102,97
54000,1,1,00802,127
45100,1,1,00200,37
316000,2,2,01500,155
10200,0,1,00801,112
44000,1,5,00700,120
75000,1,1,01006,93
32850,3,1,01105,75
131100,3,11,01107,169
164400,1,3,01500,30
75000,2,1,01400,130
126000,1,2,00803,76
222000,5,4,01106,343
26000,1,3,01300,222
72000,1,1,01203,46
107000,3,5,01400,15
40040,1,1,01002,72
329000,6,6,01003,345
72000,1,1,00505,69
47100,1,1,00502,68
11900,1,1,01400,50
45000,0,2,00503,98
82500,1,1,01004,58
60400,1,3,01300,134
60000,1,1,00801,43
119020,4,2,00501,64
115000,1,2,00804,45
44000,1,1,00801,56
3000,2,4,00302,63
79600,0,4,01003,35
163800,3,6,01102,71
40000,1,1,01201,397
69200,3,1,00501,57
27800,1,1,00502,71
122000,4,4,01001,52
120000,1,1,01002,52
268000,3,2,00700,89
79000,1,1,00802,28
34300,2,2,00505,48
200050,2,5,01004,46
100000,2,5,00302,131
21700,1,1,00805,50
141000,3,9,00301,58
39000,1,1,01201,55
840000,3,4,01004,149
120000,1,1,00901,112
211700,4,2,01001,90
87400,2,1,00302,56
2600,1,1,01003,53
26200,2,2,00100,60
22400,0,6,00901,156
134000,1,3,00901,236
36000,1,1,00503,142
54000,2,4,00100,21
68570,1,1,00302,76
190000,2,2,01101,141
254000,2,4,01004,56
140000,4,2,00602,556
165000,2,2,00601,96
46100,2,2,01300,29
115080,2,2,01007,233
53000,2,1,01400,34
120000,4,4,00502,161
72000,0,2,00805,346
16900,1,3,00601,32
77800,2,2,00504,53
3990,0,1,00200,302
183000,3,3,00505,59
84200,1,1,01400,54
38400,2,3,01007,52
83600,3,3,01202,110
90000,2,1,01201,57
49400,1,1,00803,54
175000,2,3,01007,73
3200,0,1,01106,49
92000,1,2,01105,42
23500,0,2,01002,85
29650,1,2,01004,137
306000,5,6,00301,84
164000,2,2,01600,96
70000,1,2,01201,87
30400,0,1,00602,55
30700,4,7,00507,94
121100,2,2,00502,78
278800,1,1,01004,21
53500,1,1,01102,57
102000,1,1,00803,70
25000,2,1,00505,176
9600,0,1,01400,97
306000,3,3,01004,12
80000,1,1,00902,72
303800,6,7,01204,70
65000,2,2,00400,62
227810,1,2,01004,94
764000,2,2,01004,39
86000,2,3,01203,71
96700,3,4,01104,83
2600,0,1,01002,42
4,6,1,01103,25
21600,2,6,01106,305
9800,0,1,01300,146
89000,3,2,01001,143
99100,2,1,00302,117
32700,3,2,01201,249
65000,1,2,00804,57
51000,3,4,01300,17
88400,4,2,01500,27
40000,1,1,00901,95
70100,2,2,01001,104
118000,2,5,01500,162
166500,3,6,01102,218
2800,0,1,01202,52
98000,0,1,01007,86
171700,5,6,01400,223
127000,1,1,01106,226
222600,3,2,00501,209
61600,3,2,00200,89
105900,2,3,01005,398
87300,5,10,00400,49
47000,2,3,00301,52
15800,1,1,00502,364
165040,2,3,01202,89
9800,1,1,01103,156
113100,2,2,00602,45
39900,2,2,01300,144
7500,2,2,00505,55
200630,3,2,01102,113
25700,1,2,00901,111
88000,2,3,00803,57
66400,2,2,01400,82
15000,1,7,00801,569
27400,1,1,00804,87
108100,3,2,01105,83
71600,1,1,00504,39
170000,3,5,01201,56
147100,4,5,00400,195
100000,1,1,00302,28
73500,1,1,00504,34
35000,0,1,01107,147
45750,1,5,01001,60
128500,2,2,00804,46
140000,2,3,01105,23
64000,2,2,00802,126
115000,3,4,01500,189
61000,2,3,01103,123
108000,2,1,00302,121
256000,3,5,01600,156
11400,1,2,00601,50
42000,1,4,00801,204
610500,3,5,01004,19
59000,2,2,01300,66
113000,4,1,01300,66
100000,1,1,00504,83
146100,1,1,01004,96
242500,4,5,01500,128
39300,1,2,01203,82
16600,1,1,01101,409
170000,2,2,01003,48
97000,1,2,00805,71
94200,2,2,01105,125
237300,1,2,00801,64
136200,2,5,01203,113
40900,1,1,01105,59
55200,1,1,00805,179
129570,2,4,00400,59
167350,5,6,00601,399
218100,2,4,00505,118
240000,2,4,01004,55
30250,3,4,00901,97
120200,2,2,01003,59
315800,2,4,01007,145
212500,4,4,01106,216
146400,2,2,00400,138
124100,2,5,00400,183
272000,4,10,01107,133
78000,2,1,00902,66
115000,4,2,01104,288
27000,2,3,00503,143
326400,2,3,00805,139
38400,1,1,01400,73
35800,2,3,01101,46
56430,1,1,01004,82
119000,2,3,01103,25
28400,2,3,01104,31
180000,2,3,01105,115
99000,3,2,00301,19
128000,2,2,00801,260
64200,2,2,00100,74
34900,2,2,01400,46
7200,1,6,00804,515
57200,2,2,00505,34
247200,4,4,00503,96
161000,2,2,00400,142
95000,2,4,00100,38
95600,1,2,00804,136
289300,2,2,00501,59
12000,3,1,01300,13
50000,1,2,01102,208
25600,1,1,00100,91
22200,2,2,01300,52
125000,2,2,00802,186
61000,3,2,01600,148
175000,2,3,01006,144
111900,2,2,01107,59
245000,1,5,01005,128
26200,0,1,00801,68
670800,3,3,00504,42
312900,1,1,01203,79
38000,1,4,00506,165
197600,2,2,01002,50
40000,1,1,00302,158
126000,3,2,00803,68
49300,3,3,01101,393
13100,1,1,00801,114
164000,2,4,00302,55
245000,2,3,01204,292
40000,0,1,00302,33
22200,1,1,00803,57
61600,2,2,00503,92
275300,1,4,01007,50
103650,0,3,01101,70
104000,1,1,01103,152
88600,3,3,00506,224
220000,2,4,00400,63
210000,2,4,00601,56
1050,1,2,01004,38
137000,3,2,01600,83
31400,0,1,00802,95
17000,1,2,00601,69
49550,2,5,01400,29
48000,1,2,00505,268
84000,2,2,00505,91
47400,1,1,00805,56
50000,1,1,01600,120
81660,2,2,01400,46
175000,4,3,00700,142
646000,2,2,01500,123
100000,2,2,00902,182
229600,3,2,01105,62
386000,3,4,01106,54
44000,1,1,00804,179
122000,1,4,01103,119
79000,1,1,01201,87
123400,2,4,00200,113
284600,3,2,00400,51
64480,2,2,01003,41
25480,1,2,00400,13
950,2,1,00504,57
162000,1,1,01105,116
80800,4,2,00301,54
121000,2,2,01202,88
122400,3,3,01101,24
23800,1,2,01300,31
87000,1,1,01201,48
17200,2,2,01300,99
173700,3,4,00505,106
55000,1,1,00803,212
97000,1,2,00302,58
62500,3,7,01003,59
6000,1,1,01101,126
90200,2,1,00803,32
119000,2,2,00302,89
325100,6,3,00901,68
364000,2,2,01004,58
16800,1,1,01500,50
31800,0,3,00506,41
42500,1,1,01400,55
147000,1,2,01003,55
145000,2,2,01107,57
33300,2,1,01300,50
197000,2,4,01007,104
43000,1,1,00503,58
230000,2,3,00804,83
158500,2,4,01004,56
114000,3,2,01001,61
88800,1,3,00805,57
10000,1,1,01300,62
56500,2,1,00400,53
109000,2,2,00502,442
2200,1,1,00805,44
88600,1,1,01105,54
100000,2,2,00602,48
18200,1,1,01006,64
108550,2,2,00601,149
62500,4,2,01400,267
