HINCP,VEH,NP,PUMA,WGTP
139200,1,4,01103,156
72000,1,2,01103,208
3200,0,1,00902,80
145000,1,4,01005,41
14000,2,3,00902,324
160000,1,1,00601,160
221500,2,2,00504,39
389400,2,4,01004,50
213000,2,2,01106,55
151400,2,3,01202,72
47700,1,2,01003,49
160000,0,3,01007,54
68000,2,4,01201,124
318000,2,3,01004,107
60000,2,3,00501,87
136500,2,4,01204,69
110600,2,2,01005,54
270000,3,2,01600,77
31300,2,2,00302,53
245900,1,3,01001,32
133200,3,4,01102,68
213000,2,4,01003,152
145000,2,3,01202,136
202000,1,1,00901,77
36800,0,1,01004,57
42500,1,1,00506,137
110000,2,4,01300,37
95000,2,2,01001,85
75800,1,3,01003,170
146000,5,4,00501,45
168000,3,4,00502,348
72400,3,3,00902,93
39000,1,1,00805,74
16800,2,1,01500,117
51600,1,1,00801,114
110000,1,1,01104,32
25000,1,4,01203,77
253000,3,3,00805,99
562590,2,2,01102,85
239200,2,4,01203,51
95000,1,2,00501,76
35000,2,2,01500,236
122600,3,3,01005,96
295000,2,2,01003,47
340000,3,2,01203,84
263500,5,4,00301,178
295000,1,1,01006,276
208500,3,3,01007,51
452700,3,4,01005,33
135020,2,1,01004,283
19100,1,3,00507,309
85000,2,2,01202,104
307000,5,5,00805,36
132000,2,3,01106,179
180000,2,2,00802,135
78900,2,2,01203,57
191000,3,2,01101,93
120800,2,4,00506,74
100800,2,2,00902,105
107500,1,1,01102,96
42000,0,1,00804,30
154900,4,4,01002,215
84800,4,4,01105,43
17000,1,3,00507,83
193000,1,1,01004,57
109300,2,2,00100,71
223200,3,3,01204,74
72000,0,1,01007,101
300000,3,2,00901,32
80000,2,2,00301,20
148050,3,3,00602,89
85500,2,2,00503,169
50030,1,1,01204,98
818000,3,3,01005,48
344000,5,3,00302,56
200400,2,2,00805,49
184690,3,2,01204,96
38200,0,2,01300,52
100400,3,2,00503,87
307500,4,4,01005,53
2210,1,1,01007,51
45700,1,1,01106,73
58400,2,3,01003,84
97300,2,2,01106,96
24000,2,2,00301,31
38900,1,1,00100,20
98000,2,2,01005,25
170000,4,2,01105,29
140000,4,2,01106,121
60000,2,1,01203,244
42500,1,1,01104,69
69000,0,1,01007,47
8070,3,2,01300,65
84100,2,6,00503,38
58000,2,3,01400,140
15040,0,1,01004,72
220000,3,3,00400,51
430000,6,4,00503,64
85000,1,1,01004,162
34650,2,3,00601,92
110000,2,2,00602,94
82300,0,2,00802,24
25800,2,2,00602,47
10800,0,1,00804,189
15400,0,1,01103,83
18000,1,1,01204,99
81700,3,3,01105,64
80000,1,1,00902,95
22800,0,1,00805,99
242700,3,2,00100,58
13800,1,2,01204,139
174000,1,2,01102,42
230000,2,4,00400,69
28200,1,1,00507,46
116100,2,2,00100,38
460000,2,2,01004,57
112000,4,4,01105,64
60030,1,1,00700,130
28800,1,1,01001,99
608600,2,2,01004,145
125000,1,1,00700,27
8200,1,1,00602,59
102800,2,2,01204,45
151000,2,4,00601,96
126000,2,2,00504,73
86400,3,5,01107,33
356000,4,4,01105,230
152000,3,2,00301,156
909500,2,4,00501,41
140000,2,2,01101,109
26000,1,1,01002,148
65000,2,2,00805,58
35000,3,5,00902,321
185100,2,2,01002,55
318400,2,2,01106,77
228000,2,4,01201,102
56100,2,2,00301,63
383000,2,3,01201,36
88000,1,2,00301,116
131500,3,3,01204,59
110000,3,3,01500,69
148000,2,2,01001,45
243000,2,5,01201,118
120400,3,2,00200,173
145480,2,3,00601,28
266000,2,2,01003,51
41000,0,1,01007,131
100000,2,2,00902,192
186200,2,2,00302,96
45000,1,3,00502,63
201000,2,2,00902,73
59200,1,3,01007,76
176040,2,2,01106,87
62000,1,1,01400,41
95100,4,3,00902,63
125400,2,1,00302,144
30600,1,2,00502,88
8300,1,1,01204,187
68000,3,3,01006,112
230000,3,6,01500,115
125300,1,2,01004,61
117000,2,3,00200,80
12000,1,3,00400,87
120000,2,3,01202,82
137000,2,2,00802,63
224400,2,2,00804,139
105000,1,2,00502,361
70000,1,2,01003,47
108000,2,4,01103,154
36000,1,1,00200,101
42480,1,2,00302,352
95500,2,2,01204,61
179500,2,4,01002,103
88000,2,4,01600,81
107100,2,1,01101,41
111000,4,4,00901,64
225630,3,5,01600,174
105000,3,3,00507,89
49400,1,1,00503,34
211700,2,2,01300,78
130000,3,3,00400,80
35100,1,8,01104,45
22000,2,2,01300,81
44400,3,3,01006,220
129700,3,2,00200,56
5000,1,2,00801,96
25000,1,1,00200,78
43000,1,1,00503,54
288050,2,2,01202,60
341550,5,4,01004,100
116050,1,1,01600,76
35000,0,2,00805,211
197000,2,2,01204,58
44600,1,1,00602,67
80590,2,2,00301,74
30600,2,4,00100,78
145100,2,2,00902,429
230150,3,6,01203,67
132700,5,4,01105,77
61400,3,2,01105,97
185020,2,2,01300,46
276650,1,2,00302,303
134000,1,1,01102,121
87630,1,2,01102,96
168000,1,1,00902,63
112300,1,2,01104,148
77000,3,2,00400,47
1700,1,1,01102,63
148580,4,4,01006,93
60200,1,2,00200,84
34700,1,1,01300,22
109800,2,2,00801,35
340000,2,4,01004,91
182000,3,2,01106,97
312000,2,2,01006,51
42000,3,2,00504,31
182000,0,2,00805,72
83700,2,4,00804,43
142000,3,4,00400,97
159200,3,3,01201,139
95100,1,1,00400,22
246000,3,4,00502,62
105000,2,2,00501,80
82500,1,1,00507,123
79100,2,2,01600,286
138000,2,2,01300,64
46000,4,2,00601,31
109900,3,2,00400,46
60000,1,4,01002,94
99000,2,3,00601,69
193000,2,4,01007,116
67200,3,5,01107,134
36000,2,3,01201,286
51000,2,1,00200,113
197100,1,2,01103,33
88200,2,2,00302,94
179000,3,3,01202,68
59000,2,4,01003,48
123300,0,1,01003,68
128700,4,5,01105,53
446000,2,3,00503,49
82000,1,1,00805,42
534000,2,2,01004,20
233000,1,2,01103,30
49600,2,2,01400,21
70910,2,2,00602,102
45150,1,1,01001,49
118400,1,2,00400,57
390000,2,2,01003,60
450,1,1,00302,36
303100,2,5,00400,86
132000,3,3,00700,118
54100,2,2,01300,78
167000,2,2,00302,31
462100,2,2,00501,42
52100,1,1,01005,88
20400,3,3,01201,50
49000,2,7,01400,282
49300,2,2,00601,124
133000,2,1,01102,52
3000,0,2,00804,76
220000,4,2,01204,210
260700,3,4,00302,242
142000,1,1,01102,137
168000,3,3,01105,43
126800,1,2,01004,14
165200,4,3,00601,101
271200,3,4,00601,49
67400,1,1,00100,61
71000,2,5,00502,111
150000,1,1,01006,77
49900,1,1,00506,219
38000,0,2,01107,116
63000,2,2,00504,53
140000,3,3,01500,108
157000,3,3,01003,151
2400,1,1,00504,119
86000,2,4,01007,45
57000,1,1,00301,75
142000,2,2,00902,53
76000,1,2,01005,43
12000,1,1,00100,6
51500,2,2,00901,95
322000,1,1,01007,113
100700,2,1,01400,89
52000,1,4,00602,99
7100,2,2,01003,59
118700,2,2,01600,129
9400,1,4,01600,379
2300,3,2,01107,89
238000,2,5,01005,51
53500,2,1,00805,99
182500,1,1,01007,169
1300,0,1,00700,111
25000,1,1,01107,325
67000,1,1,01106,57
76000,2,3,01006,46
336500,3,3,00901,63
171400,3,3,00503,54
155000,1,5,00507,281
56900,1,2,01400,68
225550,3,8,00301,33
76000,2,2,01106,78
79000,3,2,01400,136
74000,2,1,00504,38
495000,2,6,01004,65
96000,2,2,01107,141
105000,1,2,01202,282
19250,2,4,01500,36
60000,2,4,01202,84
96710,2,3,01201,90
11000,1,1,01201,45
104000,2,1,01102,342
78800,1,1,00400,50
80700,5,3,00301,59
39400,1,2,01005,83
15000,0,2,00901,296
134000,2,4,00301,36
100000,1,2,01003,118
60000,1,1,00400,371
173700,2,2,01003,40
39700,1,6,01400,75
102000,3,4,01203,67
109000,2,2,00601,60
7100,3,1,00200,364
161300,2,4,01001,94
68300,2,1,01107,58
224300,2,3,00400,49
24000,2,3,01300,50
223000,2,4,00505,105
107700,3,3,01500,311
44000,1,4,01101,115
78400,2,2,01105,37
72700,2,2,00200,20
110000,3,6,01001,98
70000,1,1,01102,95
17100,1,1,00301,29
80300,1,1,01203,78
103600,3,3,01005,49
32600,0,2,01500,41
160000,1,5,00902,130
38000,1,1,00501,114
70500,1,1,01003,88
90000,4,2,01005,58
220000,3,1,01300,114
74100,3,2,01106,133
468060,4,4,01001,50
52500,3,3,00803,86
205900,2,4,00301,48
71600,2,2,01102,47
201000,2,4,00902,52
145600,3,4,00902,329
169200,1,1,00805,53
60200,2,2,01203,52
100000,1,1,00503,197
232000,2,2,01500,74
4600,0,1,00504,164
13300,1,1,01300,10
1230,0,2,00801,107
45400,2,4,01202,112
75000,2,1,01102,68
288400,2,5,01201,55
81600,0,1,00400,59
74000,1,4,01001,132
24500,1,1,00505,83
70000,1,1,01007,97
183000,2,3,00507,133
76000,1,2,00802,50
40000,1,2,00803,276
80000,2,2,00100,41
45900,2,2,01400,92
121000,2,2,01101,61
101100,1,3,00804,101
38800,1,2,00302,316
174100,2,4,00601,116
400,1,6,01007,121
202020,2,2,01102,168
570800,2,1,01300,10
180100,2,2,00503,31
370900,4,2,01004,15
15600,1,1,00302,264
109000,2,2,00901,55
151000,3,5,01106,183
25600,2,4,01104,73
88100,2,2,01400,30
191000,4,4,00301,50
80850,2,2,01204,133
206400,2,3,01001,60
86100,0,2,01400,70
66900,2,2,00200,89
78000,1,1,01400,114
90000,4,2,01204,75
34000,2,2,00803,45
98000,2,1,01300,36
133000,1,1,01003,138
223000,2,2,01003,251
100000,3,3,00400,78
167910,2,2,01203,74
50900,1,2,01001,119
364000,2,2,00507,102
113200,1,2,01006,104
198000,1,2,01007,94
80020,3,3,01104,39
67000,2,1,01400,73
57000,1,1,01106,68
428000,1,1,00504,27
44600,2,2,01104,44
8800,0,1,00803,214
554000,2,2,00802,39
80000,1,1,01201,81
140300,2,2,00301,57
105000,2,2,00801,84
77200,2,2,00902,36
48000,2,1,01107,169
50400,2,2,01201,152
257000,1,1,00504,32
103000,0,1,01003,53
60000,2,4,00503,78
590000,2,2,01004,97
139900,3,2,00301,25
22800,2,2,01105,163
198000,2,2,01004,12
134100,3,3,00902,164
15500,0,1,01107,57
122300,1,2,01600,67
190500,2,5,00901,48
90400,3,2,01107,19
8000,1,1,00804,55
50100,1,2,00803,80
162470,2,4,01002,51
48000,0,5,01101,31
77000,2,2,00503,59
759000,2,2,01300,16
154500,1,2,01004,45
28000,1,1,00503,102
48010,1,1,01003,57
250000,2,4,01002,74
124500,3,2,01500,49
128700,2,2,01005,62
97500,3,4,01102,257
102500,2,4,00506,126
47000,1,1,01600,56
203250,2,4,00902,49
109000,2,1,01500,159
51000,2,1,00804,114
140000,1,1,00902,40
44810,2,2,01400,73
201000,1,2,00302,45
524000,2,2,01005,37
30000,2,3,01106,113
11700,1,4,00501,68
3000,1,1,01005,80
182000,0,4,01007,102
60000,2,4,01500,133
61000,1,1,01007,224
72000,1,3,00503,110
10800,1,1,00200,57
113800,2,3,01300,35
60500,1,2,00501,130
80000,2,1,01105,95
226400,4,6,00505,82
104200,2,2,00301,56
32000,1,1,00504,37
28700,1,1,00700,97
141610,3,3,00506,91
12000,2,1,00301,31
6500,1,1,00804,85
653000,4,2,01202,75
59500,1,3,00801,181
79400,0,3,01007,58
146000,4,10,01101,87
53000,2,3,01202,71
158000,2,2,01105,181
145000,2,4,01203,98
265000,2,4,00901,57
26080,1,1,01001,130
49200,2,3,00700,29
85190,1,3,00803,98
143100,2,3,01500,86
42900,1,4,00802,339
356000,4,7,01005,73
151700,1,2,00901,121
90000,2,2,00100,69
793200,3,4,01004,19
95000,2,2,01203,112
299000,2,4,01003,98
70000,1,1,01204,52
19000,1,1,00803,164
168000,3,3,01203,85
48000,1,1,01300,72
55000,1,1,00502,109
128070,3,3,00700,97
23200,1,1,01400,238
42600,3,1,00602,76
115800,2,2,01001,74
118000,1,1,00302,76
102300,2,2,00504,68
121000,2,2,00805,51
324600,1,2,01202,59
137004,2,4,01007,32
233200,3,2,00301,74
230000,2,2,01105,144
62600,2,2,00503,55
78800,2,2,01006,111
176000,2,3,00100,106
320500,3,3,00501,41
72000,1,1,01204,86
43600,1,4,01103,121
9500,1,1,00602,35
152000,1,1,01201,137
183000,2,6,00902,41
578000,3,2,00501,57
84000,1,2,00504,124
10900,1,5,00902,73
154140,1,3,01202,183
62600,1,2,00503,49
45000,1,3,01104,180
297000,3,2,01106,59
174500,6,2,01600,50
61000,1,2,00700,159
152300,3,4,00901,96
51700,1,2,01300,10
65000,1,1,00802,58
468500,4,5,00805,67
448500,2,4,00302,60
326000,4,2,01201,94
89000,1,1,01005,176
235000,3,5,01103,19
70000,2,2,01400,267
92000,1,2,00602,57
18500,0,1,00805,65
67200,2,4,01600,154
20850,2,2,01600,111
340000,2,2,00901,27
269000,2,4,01004,11
46600,1,1,01500,150
37500,1,1,01007,104
30600,2,1,01203,78
305000,5,4,00400,137
42000,1,1,00502,310
174000,2,2,00501,83
129000,2,4,00601,71
9730,1,1,00302,119
38000,1,1,01005,316
312000,2,4,01004,58
101000,2,3,00902,200
287000,2,7,00902,303
11700,1,1,00400,43
20100,0,1,00801,81
50400,2,2,00601,56
57700,2,3,00602,42
68600,1,1,01004,51
127000,2,5,00504,70
58200,1,1,01107,99
477000,3,2,01003,170
57000,4,6,01103,42
46000,2,2,00302,45
67900,2,2,00805,207
129000,2,2,00803,46
67900,2,3,01500,154
55000,1,1,01102,430
125000,3,3,01400,64
85900,1,1,00503,115
127000,3,4,01106,352
145000,1,1,01007,43
231000,4,3,01202,350
281500,2,4,00400,80
95200,3,4,01003,132
156000,2,2,00805,100
35000,1,1,01300,17
106700,2,2,00901,66
135000,1,1,01106,206
60000,1,1,00601,44
280000,2,2,01204,85
90000,1,1,00602,90
355650,2,2,00100,60
70000,1,1,01103,252
70000,1,2,01107,78
167000,3,4,01204,58
115000,3,3,01300,124
342240,3,3,01105,53
19800,1,3,01101,163
8800,1,1,00602,61
17680,2,1,00803,86
28200,0,1,00506,122
120000,1,1,00302,49
181000,2,1,01102,88
397800,3,4,01001,116
381500,3,3,00301,49
448000,2,5,01203,69
614000,5,2,00601,39
180000,1,1,00503,55
27400,1,2,00506,77
64700,1,1,00501,78
177000,2,4,00503,127
98000,1,2,01105,17
119000,2,2,00602,101
200000,2,3,00700,68
279400,2,4,00506,110
190700,2,1,01203,29
45700,0,1,01102,87
137000,4,2,01004,76
194000,2,2,01201,192
2400,2,1,01001,34
92490,1,1,00802,38
106280,2,4,01203,112
120000,4,2,01300,58
158800,2,3,01201,102
180000,3,3,01004,51
136300,3,3,00602,74
199000,4,4,01203,68
14500,1,2,01005,80
229400,2,6,01006,63
20500,1,3,01007,368
124200,3,3,01400,68
62400,1,2,01004,61
110000,1,2,00902,339
20600,2,1,01101,87
43500,3,5,01007,89
240000,2,2,01103,42
184400,2,4,01204,51
29300,2,1,00804,94
6700,0,1,00801,87
61150,1,1,00506,33
77000,3,4,00502,147
100000,2,3,00503,81
114920,2,2,00302,17
12100,0,1,00801,260
62000,1,5,00302,132
40300,0,3,01107,35
80400,2,5,01400,400
125600,1,2,00902,67
112000,2,2,00501,38
85000,2,2,01201,87
97900,2,2,00502,233
40000,1,1,01107,377
129600,2,5,00803,115
65000,1,1,00801,103
220630,2,2,00501,54
130000,1,2,00302,67
42400,1,4,01006,122
120000,1,1,00801,361
139700,2,3,00400,57
140000,2,2,01500,77
80500,1,2,01007,44
141200,2,2,01004,16
70200,3,3,00601,127
10000,0,1,00700,16
150700,2,4,00400,60
40450,1,1,00506,45
88000,2,2,01201,95
310050,2,3,00901,52
122030,3,3,00601,43
22000,1,1,00804,53
7200,0,4,00804,72
36400,0,1,01003,57
63000,3,2,00100,74
15100,3,1,00100,48
45000,1,1,00507,80
23000,1,2,01203,94
250900,2,3,01004,59
85300,2,2,01005,15
83000,2,2,00400,41
70000,1,2,01101,154
46000,1,1,01202,90
124800,1,1,01500,168
132200,0,1,00801,94
15600,1,1,00504,18
95020,2,2,00301,58
43900,1,1,00502,52
50600,1,2,00501,78
56000,1,1,00700,84
291500,3,4,00805,79
35000,1,2,01300,111
142900,4,2,00700,87
127000,2,2,00803,14
177000,3,2,00902,67
82120,3,3,00506,63
129000,1,5,01101,121
61400,1,2,01102,120
78800,3,2,01300,67
70000,1,2,00804,51
175000,1,1,01005,71
180000,1,2,01103,53
100210,1,1,01204,22
805000,2,5,01201,55
50000,2,1,01101,59
163400,2,2,00901,63
33000,2,2,01300,407
86400,5,5,01400,82
350000,2,2,01001,54
260800,1,2,01300,28
29000,1,1,01004,57
167000,2,2,00503,55
115000,1,4,00801,109
20000,1,3,01104,114
46400,1,1,00601,69
127300,2,2,00501,79
222970,2,2,00902,84
9500,0,1,01006,81
40100,3,2,00601,111
77000,2,2,00400,268
66100,2,2,01102,175
165800,2,4,01105,84
125000,2,2,01105,49
14400,0,1,00801,310
70000,1,1,00507,52
161500,0,4,01104,118
113000,1,1,01002,117
223000,2,3,00601,56
202700,3,4,01004,56
12400,2,2,01004,56
65000,2,2,01106,58
145000,5,4,00501,65
45610,1,1,00504,32
160000,2,4,01001,54
35000,1,1,00200,92
313300,2,2,01004,66
236400,2,2,01006,55
124600,3,3,00100,50
130000,1,2,00805,59
55000,3,2,00400,46
66000,1,1,00505,44
200800,2,2,01002,68
340,0,5,00801,195
77400,2,3,00507,72
60000,2,3,01003,91
225000,3,2,01300,22
142000,2,3,00302,165
13700,1,1,00700,49
325000,2,4,00301,43
22000,0,2,01003,52
65000,3,5,00301,36
97000,2,3,01004,61
81000,3,2,00200,116
137000,1,4,00801,81
131500,4,3,00601,34
288700,3,2,00901,64
340000,2,4,01204,475
70600,3,4,00501,80
63000,1,2,00802,79
100010,2,2,01103,18
83000,3,3,01400,72
197000,2,6,01106,63
20000,4,4,01104,22
204800,5,5,00507,60
58600,2,2,00802,87
37300,1,2,00805,87
10000,1,1,01002,99
97900,6,3,01106,73
61000,2,1,01107,230
609200,2,4,01500,48
80000,2,2,01102,77
28000,2,2,00902,72
358400,4,6,01002,66
4740,2,2,00503,70
247000,3,2,01204,58
106000,1,1,01201,100
120800,2,3,00601,89
103000,3,4,00400,254
87200,4,1,01203,23
11000,0,1,00200,56
115000,2,3,00902,121
200000,3,1,00501,58
174000,1,2,00503,335
211800,1,1,01204,73
30000,1,3,01003,103
64000,1,3,00803,108
122300,2,4,00503,58
9000,0,1,00100,49
9500,0,1,00804,102
50600,1,1,00302,121
617500,2,4,01203,112
340600,2,2,00100,64
36000,1,1,01400,49
125000,4,2,01202,84
242000,2,2,01005,46
65000,2,1,00301,51
120000,2,2,00100,157
216000,2,2,00200,93
206500,5,3,00601,32
6200,1,3,01105,240
100000,2,3,00902,162
125000,2,2,00505,67
166000,5,5,01001,58
58000,2,2,00400,50
4300,1,1,00400,46
117250,6,4,00400,24
285000,2,2,01204,81
89000,1,2,00802,87
32900,2,4,00301,72
53000,1,4,00902,429
267600,2,4,00802,108
91600,1,2,01600,87
97000,3,4,01001,46
157000,2,4,00400,63
33500,0,1,01004,72
209000,2,2,01106,59
300900,5,5,00602,62
14000,2,5,00503,65
50000,2,2,00200,37
35000,0,1,01104,229
78000,1,3,00901,169
190600,2,4,00902,105
68600,3,5,01203,63
342050,3,3,01204,57
45600,1,1,01300,42
37200,1,2,00801,71
50700,2,2,01600,95
60580,1,1,01202,95
69000,1,1,00804,56
172560,2,2,01003,40
64600,3,3,01300,51
37500,2,2,01400,143
144000,1,1,01107,79
12000,1,2,01101,117
175000,5,2,00601,50
99200,2,2,01002,53
82000,1,2,01105,56
215000,4,4,00902,185
276000,3,5,00700,59
202000,2,3,01003,109
55000,2,2,00507,83
198500,1,1,00501,43
73000,2,2,01300,70
95200,2,2,01203,101
135000,2,2,00801,77
119000,3,5,00301,93
442700,3,2,00200,174
110000,3,4,01500,77
589800,3,3,01004,56
102500,5,5,01003,156
133600,2,4,01204,101
195000,2,3,01001,53
30800,3,1,01201,388
39000,2,5,01203,47
50000,2,1,00601,106
112000,1,1,01003,113
377000,3,4,01106,68
184300,4,4,00902,64
3000,1,5,00804,54
350000,2,4,01004,97
138200,2,3,01106,62
35000,1,1,00805,273
20100,1,1,00804,294
309000,2,4,01003,59
90100,3,2,00504,57
115000,2,2,00502,99
602860,5,5,01500,90
95000,1,1,01004,122
78500,2,2,00503,104
83900,3,3,01103,48
235000,2,4,01500,128
50000,0,1,00502,370
578000,3,3,01004,13
145500,1,4,01003,58
243000,3,4,01107,83
23500,1,2,00802,215
93800,2,2,01106,88
73000,2,3,00302,162
169800,3,4,00501,123
170000,3,4,01002,119
38000,1,2,01107,194
153000,3,3,00901,47
205000,2,5,01005,42
156500,2,2,01106,81
351000,3,4,01004,58
603000,1,2,01300,251
15800,1,1,00100,15
100000,2,2,00200,37
256000,2,4,01005,110
87960,2,3,01107,204
124100,3,2,00901,65
110000,3,3,01005,101
300000,2,4,01001,98
7500,0,1,01005,40
100000,2,3,00507,134
75500,1,1,00503,38
133900,1,3,00507,63
57000,1,5,00902,110
39140,1,1,00805,140
171000,2,2,01202,144
51000,1,1,00901,99
161600,4,4,00301,45
33000,2,1,01500,126
74100,1,3,00804,172
188000,1,3,01004,41
42000,1,1,00200,102
47000,1,3,00700,95
348500,3,5,01007,115
56000,0,2,00506,115
55100,2,2,01300,80
184500,2,7,00501,48
36100,1,1,01201,115
37000,1,1,00503,125
101000,2,4,01500,103
5100,1,1,00601,85
29800,1,1,00601,88
160400,3,6,00200,62
225000,3,2,01600,332
310200,3,4,01105,40
56060,2,2,00601,101
10,1,1,00302,74
41000,1,1,00400,44
102000,1,1,01102,99
7400,1,1,00503,110
325000,2,2,01101,93
53000,0,3,00804,31
36700,1,1,01400,215
23000,1,1,00507,38
76000,1,1,01105,75
166100,3,4,00801,82
69400,1,2,00602,51
156000,1,1,01007,167
36700,3,3,01600,79
109000,1,1,01003,59
75000,2,2,01400,126
96000,1,1,01300,60
142400,1,2,01005,25
110000,3,2,00301,20
32100,0,2,01600,42
88600,3,5,01002,92
82500,2,5,01107,177
81000,2,3,01007,142
166000,1,1,01002,50
47900,1,1,00100,80
146100,2,3,01600,51
180100,1,1,00505,69
88900,3,3,01500,216
48300,3,2,00506,69
136000,1,2,01004,54
111000,3,3,01002,111
296000,2,4,00301,71
7500,0,1,00802,187
22000,1,1,01500,246
127000,2,2,01202,39
106200,1,1,00901,106
64700,2,2,01400,41
113000,1,2,00805,86
115000,5,5,01202,240
162530,2,4,00901,99
65000,3,4,01007,60
73000,4,3,00301,44
65000,0,2,00804,155
9600,1,1,01003,85
30000,2,3,00902,62
70000,2,3,00503,62
65800,3,2,00100,135
113400,3,4,01400,115
29300,1,2,00504,145
59000,2,2,00805,153
204000,2,2,00507,33
59800,3,2,00400,101
35500,1,4,01600,75
105000,1,1,00805,56
131000,2,2,00504,63
129500,1,4,00902,55
147800,1,1,01004,24
129000,1,3,01004,113
137000,3,2,01203,61
324200,3,3,00503,90
41200,1,1,01102,216
199500,3,2,00802,37
163000,2,3,01105,133
59500,0,1,00805,196
108100,2,2,00503,51
54600,1,1,01204,103
13900,1,1,00400,11
25000,0,2,01004,154
562000,2,5,01004,64
121400,1,1,01201,88
69400,4,4,01101,41
80700,1,2,00504,54
75600,3,2,01104,127
232000,2,2,01002,64
23000,1,2,00507,86
72000,1,1,00505,61
32000,3,4,01204,122
246000,3,3,00501,139
79200,4,3,01101,26
210000,2,5,00503,63
263400,5,4,01106,66
440000,3,4,01001,47
86200,1,2,01101,156
58000,1,2,00505,105
243700,2,2,01001,51
36070,1,1,00601,88
52000,1,1,00302,68
14000,1,1,01104,157
48700,2,3,00200,90
19800,1,1,01300,16
35000,1,1,01105,280
1400,0,1,01204,112
98000,2,4,01300,106
195100,2,3,00801,94
10500,1,2,00700,17
14200,0,1,00100,36
65000,1,2,00802,102
86540,2,4,01104,57
275200,2,5,01004,48
70000,1,1,01004,54
45200,1,1,01005,51
43000,1,1,00400,70
150000,5,4,01106,118
111000,2,2,00507,62
351700,0,2,01300,40
72000,3,3,00501,37
89000,1,1,01600,76
16000,0,1,00507,59
271000,4,2,01105,221
64200,1,2,01101,226
125000,1,1,01004,265
125000,1,3,01006,44
145000,2,2,01103,68
180500,2,2,01005,55
125000,2,3,01101,94
73000,2,2,01107,19
62000,1,2,01006,48
93400,1,2,00804,114
134000,2,4,01001,58
243000,2,2,00805,39
83000,2,1,00100,27
98000,3,2,01300,17
39100,1,1,01300,261
275000,3,2,01600,52
374200,0,5,01201,127
125000,2,2,01204,255
112900,1,1,01006,43
25100,2,2,00700,39
113600,2,3,00503,84
80200,2,2,01107,95
39000,1,4,01101,123
18700,0,3,00302,182
21600,0,2,00802,84
68010,1,1,00503,90
193000,3,3,00505,70
55600,2,2,01005,49
276900,4,2,01500,103
69300,3,3,01300,73
61000,2,4,00302,90
113000,1,1,00503,63
41000,1,1,00804,112
270950,6,5,01203,105
160200,2,5,01001,299
269000,1,1,01002,102
3700,2,3,00902,72
40000,1,1,01400,85
108000,2,2,01202,134
77960,3,3,00503,486
91000,2,1,01106,60
12000,1,1,01005,200
87080,3,2,01204,54
346800,1,1,00507,50
181600,2,2,01004,13
82350,1,1,01001,50
26000,1,1,01300,27
83100,5,3,01007,51
154000,2,3,01105,52
95500,1,1,00505,92
13000,1,1,00804,312
67000,1,1,00700,86
40500,2,6,01500,46
35000,1,1,01300,237
180000,1,1,01005,16
264500,2,3,00400,99
15800,1,1,00100,20
183000,2,2,00602,67
283600,6,3,01400,108
25000,1,2,01104,140
60000,1,2,00100,41
60000,1,1,01107,122
120800,2,2,01204,91
80000,1,3,01500,96
83000,3,2,00700,67
10600,1,1,01202,55
11200,1,1,00100,12
88000,0,2,00502,161
30000,1,1,01400,80
14400,2,1,00302,77
119600,2,2,01600,74
157000,2,2,00507,410
39700,3,2,00504,185
105000,2,3,00602,61
141350,1,1,00802,57
45000,2,1,00501,57
3700,3,1,00100,41
282000,2,3,00902,122
73610,2,2,01105,67
32000,1,1,01400,101
72000,2,2,01400,79
102000,2,3,01101,247
201400,4,2,01106,345
44700,0,1,00200,53
31500,6,2,01300,59
37970,2,3,01104,164
446200,2,3,01203,92
37000,2,2,00801,291
450,1,3,01103,215
115200,2,2,00502,110
172400,2,3,00602,48
57100,2,2,00601,104
47400,2,6,01006,43
184700,1,1,01203,58
41900,1,3,01101,196
758000,4,4,01105,43
32000,1,1,00100,50
36900,1,3,00506,365
229500,1,2,00507,163
86300,2,2,01003,310
78000,1,2,01300,127
20320,2,2,00100,39
51400,1,1,00805,67
100000,2,3,00700,144
91100,1,6,00503,53
110000,1,2,00802,191
70000,1,1,00803,113
347200,4,7,01500,309
106800,1,1,00507,67
257820,2,2,00400,49
302000,2,4,01500,142
170000,2,2,00200,128
15000,1,2,01104,197
111800,1,2,01102,63
24500,0,1,00700,81
21500,1,1,00601,97
45000,3,5,01202,147
45300,1,2,01004,54
370000,2,2,01004,58
265000,2,2,00502,104
51800,2,5,00505,43
63500,1,2,00507,27
40000,2,2,01003,61
280000,2,4,01001,54
30000,1,1,00502,264
15000,2,1,00200,25
71700,2,2,00200,48
7500,0,1,01106,145
191600,2,4,00506,107
100000,2,2,01105,46
23440,1,2,00100,169
3140,2,2,01300,47
105800,2,2,00700,15
392000,3,6,01500,75
47200,3,4,01101,172
83300,3,2,00803,103
39100,2,4,00902,87
257000,1,4,00507,76
203000,3,2,01005,70
203200,3,3,00801,146
81600,1,1,01400,24
195000,2,4,01003,50
144500,2,3,01007,88
160000,1,1,01201,77
143000,1,2,01004,57
31000,3,1,00501,101
310000,3,5,01202,89
361000,2,4,00902,72
54000,1,1,00801,116
289800,2,6,01001,82
29700,3,2,00301,69
79400,2,4,01300,71
74100,2,3,01300,77
26470,1,1,00301,9
22000,2,2,00506,239
618900,2,2,01007,52
